MemberName,Message
AbuIlyaas,"I thought AbdurRaheem Green made a very good point on  his blog  when he first started it. I'd never thought of it this way before:     Quote:    When you think of paradise, what sort of images come to your mind? Palm trees, soft white sandy beaches and a tepid azure blue sea. A clear soft blue sky and shapely beauties smiling coyly as they offer you a cocktail of delicious fruits with a hint of something else underneath the shade of a palm tree gently moving in the warm soft breeze? Don抰 get me wrong, I don抰 mind the idea of that either but when I had a dream of paradise it was a beautiful house over a rocky crag in a forest of pine trees that once you clear them leads to miles of nearly empty untouched snow down mountains and hills?and then I ski and ski and ski?."
AbuIlyaas,"Sister g_mafia_don, I took the liberty of undeleting your post as sister UmmKhubayb confirmed that you were correct. The thread makes more sense (in my mind) with it undeleted. If you object to me doing this then I can re-delete it, insha' Allah."
AbuIlyaas,"Quote:     Originally Posted by  muslim21z   I think another answer to AbuIlyaas' puzzle could be a man in the heat of Jihaad. Am I right? In fact, this mujaahid's salaah, despite it being deficient in just about every way, would still be more valuable and weighty on the scale than any average Muslim praying in the most perfect way, in the Masjid al-Haraam, and praying all night long. Subhaanallah.     Sorry  akhi , Editor had the correct answer. The man had said something like  Allaahumma salli 'alaa Muhammad,  and this  du'aa  was accepted .    The original question has said that he hadn't been coerced, in your scenario the  mujahid  is forced by his situation (i.e. battle) to omit something obligatory. But even so I still feel that  tayyamum  only takes seconds to make and it's got to be one ferocious battle that doesn't even allow you time to make  tayyamum .  Allaahu A'lam"
AbuIlyaas,I'm laughing because the examples cited seem to be very male on female emotional blackmailing. So in order to balance the scales I'll post a h-y-p-o-t-h-e-t-i-c-a-l (i.e. don't go getting me in trouble) example of female on male emotional blackmailing.    Male : &quot;What's wrong?&quot;    Female : &quot;Nothing&quot;  [sulks for two days]    Male feels guilty but doesn't understand why and starts going out of his way to make up for something that is totally lost on him.
AbuIlyaas,"There was an urban myth at university that I heard. Someone was given a question in the final year of his psychology degree, &quot;What is risk?&quot; He wrote, &quot;This is risk&quot; and then walked out of the exam. The legend goes that the examiner loved it and gave him an 'A' for that paper. If only life were that simple!  One of my friends, who dropped out after the first year of Uni, hated chemistry and the department head. He only turned up to the exam so that he wouldn't be made to pay a fine. So after the exam began he spent two minutes drawing mushrooms on the answer sheet and then walked up to the guy, who happened to be moderating the exam, put the sheet in his hand, smiled in his face and left."
AbuIlyaas,"Quote:     Originally Posted by  Helper   get it?     Okay, I'm up to speed now, thanks!"
AbuIlyaas,I found the absence of space-bar usage in that post  annoying .  e.g. &quot;    all the posts?Or do&quot;
AbuIlyaas,"wa 'alaykum salam,  The mistakes in al-Tahawi are very few in number, many scholars pointed them out, it's not something that the book is abandoned for. It is definitely from the books of ahlus-Sunnah, as is the commentary on it by Ibn Abi al'Izz.  The concise books on aqidah tended to be written in response to particular fitan that were prevalent at the times. In Hamawiyah Ibn Taymiyyah deals with different areas than al-Tahawi did, it goes into the names and attributes of Allah and the corruptions that were circulating at that time. Both books are still very much relevent today."
AbuIlyaas,"Some Islamic ones       ● Absolutey any incident of the Prophetic  sirah  that would allow me to see the Messenger of Allah ( Sallallahu 'alayhi wa sallam ).     ● Go back and witness the incident of the Boy and the King, take  shahada  at his death and then join them in their fate.     ● Go back and accompany Musa (?alayhi al-salam ) and watch the separating of the sea, that would be an amazing sight,  masha' Allah!       Some Martial Arts ones.      ● Go back to the early 1900抯 and watch Morihei Ueshiba in action in the Russo-Japanese war and later his training under Sokaku Takeda.     ● Watching Jigoro Kano reforming Jujitsu in 1880抯 would be kind of cool too. Or watch   Mitsuyo Maeda (early 1900's) when he toured the   Americas   and   Europe   challenging people.     ● Excel in Muay Thai and BJJ and then go back to 1992 enter UFC1 and whoop Royce Gracie抯 ***.      Some random ones      ● Go back to Roswell in the 1947 to recite surah al-Baqarah and see if the UFO sighting/crash still happens.     ● We were told some story at school about this mystery that happened in a lighthouse somewhere. Something about there were three blokes in a lighthouse and they all just suddenly disappeared. The room was later found with the table set, food was out, a chair was overturned but they had all disappeared and nobody knows what happened to them. So I抎 like to go back and see what actually happened because it抯 been bugging me since I was told the story at school.     ● Go back to the 80抯 be an extra in the 揃ack to the Future?film. Then in the scene in the car park where the DeLorean first goes back in time, hold up a placard saying 揚arts 2 & 3 of this movie will be rubbish!?"
AbuIlyaas,"I don't know enough about the subject but I believe one's diet can help. Perhaps Ismiyy could give some sort of summary of supplements or things to leave in or out of your diet. I got the impression that he has some sort of background in that, could be wrong.    I seem to remember reading in the biography of Imam al-Nawawi, in the intro of Jamal Zarabozo's   sharh  , that the Imam used to avoid drinking cold water when he was studying as it made him sleepy. I'm not suggesting to that, just trying to establish that there can be other factors that influence laziness.   Allahu A'lam."
AbuIlyaas,Quote:     Originally Posted by  Helper   means you're much better off than most other people who wear glasses. :-D
AbuIlyaas,"This film is not funny (or download-able) but I really liked it (except the music):  http://www.jeninjenin.org/  Very well produced and the visual explanation given by the deaf Palestinian of what he saw, is very moving."
AbuIlyaas,"Jazakum Allahu khayran, I will pass this on insha' Allah."
AbuIlyaas,"Quote:     Originally Posted by  Traveller   as salaamu 'alaykum,  All I get is a message saying  File does not begin with '%PDF-' .  Why's that?      wa 'alaykum salam   Not sure why but some people aren't able to open my pdfs.   I made it using  PDF Creator  but provided a person is up to date with their  Adobe reader updates , they should still be able to open it insha' Allah.  Otherwise, here's it again as a Word doc."
AbuIlyaas,"I really like the new colour scheme, masha' Allah!  I'm not so keen on the stats (top right of main page) it gives, as I don't really see the need for the information that it gives.    Quote:    Your total forum posts: 1,753 (2.41% of forums total posts) Your most active in: Corner Table ?576 Posts Average posts per day: 3.78    Plus the second &quot;your&quot; is spelt incorrectly.    Your  total forum posts. (This your is correct).   You're   most active in. (Needs changing to &quot;you're&quot;)      Is everyone most active in the Corner Table? (Oh wait, I think I'll start  a thread about this )."
AbuIlyaas,"Quote:     Originally Posted by  AbuIlyaas   I really liked this recipe for Shurba that came via an Algerian relative. (Some of the spelling will likely be off here)   Boneless lamb chunks fried with onions and garlic. Only brown it a little and add some ground pepper and about a level table spoon of paprika. Add a small tin of tomato puree. Once that's good and mixed up, add enough water to take it up to a soup level. Once it's simmering add some chopped celery. I think simmer for about 40 mins. The last ingredient is some broken verimicilli (pasta) once that becomes soft it's ready. I was told that rather than verimicilli you can also use broken bulgar wheat (which I think was called freak by Algerians?)     Yeah Shurba a classic Ramadhan dish (although i dont like it), it's usually made with wheat (burghul) never seen it made with verimicilli , and yes in Algeria and Tunisia they call their Shurba Frik."
AbuIlyaas,"Quote:     Originally Posted by  Khadijah~UmmZakariyyah   I was yelled at by a driver passing my car... Odd this was, all he said was &quot;Ninja!&quot; (Niqaabi)     I wonder if these morons would have the bottle to shout &quot;Muslimah&quot; at a ninja?"
AbuIlyaas,"Quote:    And your Lord has decreed that you not worship except Him,  and to parents, good treatment . Whether one or both of them reach old age [while] with you, say not to them [so much as], &quot;uff&quot; and do not repel them but speak to them a noble word.  [al-Isra' 17:23]     Just imagine what it would be like if our children were to behave towards us like we have behaved to towards our parents.   Does the thought of it fill you with hope or fear?"
AbuIlyaas,"Kashif,   Do you have a copy of the comments that Muhammad al-Jibaly made on the Dr. S.Darsh  fatwaa  on food additives? Abbas gave me a copy of it many years ago but I let someone borrow it and it didn't come back. I've only got a poor photocopy of the first page of it left."
AbuIlyaas,"Anyone using Thunderbird yet? Pro's, con's?    http://www.mozilla.org/products/thunderbird/    My Outlook and Outlook Express at home are not functioning at the moment, it can sometimes take around two hours to send mail.   And Hotmail gets on my nerves when I try to forward or reply to an email and it gives it:   &gt;all &gt;this &gt;arrow &gt;junk.   Or, it just starts:   *%n--from: TTBdsfbbf  adding  $+@ to:  whacky stuff  *{+~#  to the text  %*$%.   Or, ( see attachment )"
AbuIlyaas,"Surely not! I've seen  Supersize Me , I thought it was the Americans that excelled in this area?"
AbuIlyaas,As was Ben Kingsley.    [It took me ages to think of this reply]
AbuIlyaas,"This is a difficult thread to post in, as a lot of my naiveties in my childhood may infringe forum rules if I were to post them; but my wife laughed when I told her some things that I used to believe.      [I hope this next one isn't too close to the line but feel free to delete it if any mods think it is]      Regarding the 'Birds and the Bees'. My mother told me that &quot;... when a man loves a woman very much he plants a seed in her and it grows into a baby.&quot;     For a long while after I firmly believed that this was some sort of paranormal phenomenon. That when a certain degree of 'love' was reached in the man, the woman just suddenly became pregnant without any form of physical contact. Sort of like telekinesis. This can have repercussions, in that if you loved someone from a distance and without them knowing it, they could suddenly find themselves pregnant!       Here's a safer one from my daughter, who is now five. We had an extended weekend not long ago, as the Monday was a public holiday. Then when I was taking her to school on the Tuesday my daughter rebuked me, &quot;Daddy, the next time we have a holiday you have to take me to the bank!&quot; &quot;Why would I want to do that?&quot; I asked. &quot;Cos, it's a bank holiday, you're supposed to take me to the bank.&quot;         [In case that doesn't translate internationally, many public holidays in the       UK       are called 'bank holidays']"
AbuIlyaas,"I'm extremely suspicious about the authenticity of these statistics.   Are they trying to tell me there are more people who selected 'Jedi' than there are Sikhs in the UK? I see Sikhs every day and in the four years that have passed since the census I haven't met one person who said he put 'Jedi' on the form. Nor did I see these allegedly widely circulated emails telling people to put 'Jedi'.    Don't forget when you fill out the census you are asked to put the religion of any minors (children) in your household. I suspect that most of these 'Jedis' are single batchelors, without children, so where did all these numbers come from?   In fact the only reference I've seen to this nonsense has been in the media. Which is invariably going to multiply the amount of these morons by spreading the knowledge of this nonsense.   I'd like to see these fools try and laugh this one off when the angels come to them and ask them the questions in the grave. Try telling them that your religion was 'Jedi Knight' smart guy!"
AbuIlyaas,"al-Salamu 'alaykum ,  I need a list of sites that I can upload small audio clips (not video, so please don't suggest YouTube, etc.) onto and then embed them into a blog.  I used to use  http://www.castpost.com/  but it's blocked out by the Saudi internet censorship for me.  So I'd like some suggestions of other ones I could use. Please post as many as you can because most of then will likely also be blocked. I'm basically trying to find one that isn't.   Jazakum Allahu khayran ."
AbuIlyaas,"I  haven't  learnt this yet (as I fell victim  again  today).   When you put pitta bread in a toaster, if you remove it when it's done by pinching it between your finger and thumb a short blast of steaming hot air will come out of some unpredictable hole in the bread and steam burn your fingers."
AbuIlyaas,"Quote:     Originally Posted by  BlessedMuslimah   When I first saw that a couple of years ago, I thought, man, I can  make  that with a piece of cardboard.  I wouldn't be surprised if any other desi/arab thought the same...     You can and here's how (turn off sound):  http://www.metacafe.com/watch/66261/shirt_folder/    [Warning: this another one of those You Tube type sites and they randomly suggest other clips on the right of the screen when you view a video, please don't blame me if the clips that they suggest when you go there are inappropriate.]"
AbuIlyaas,"Quote:     Originally Posted by  Danish Al Hyderabadee      1. isnt thsi very old...like when he was in Medina? 2. who cares 3. His words like anybody else are taken and judged according to the Quran and Sunnah, if they agree alhamdulillāh, if not then May Allāh Guide him. 4. Yasir Qadhi is my boy, I love him for the sake of Allāh. 2. His classes on tawheed and shirk changed my life 6. I thank Allāh for it and i praise Allāh for it 7. In my situation, I would liek to quote - Ayyūb as Sakhtiyānī said: 揑ndeed from the well-being of a youth or a non-Arab is that Allāh should guide them to a scholar from the companions of the Sunnah.?Alhamdulillāh.  Allāh Knows Best     Ya akhi, I'm pretty sure that there's an ijma' on number 5 coming after after number 4 * friendly smile *"
AbuIlyaas,I bought Fiqh al-sunnah (Sayyid sabiq) even before I'd officially taken my  shahadah . So I'd go for that for someone as it covers a lot of topics.   Plus I'd make sure that I gave them the Sahih International translation of the meaning of the Qur'an and not the Muhsin Khan or Yusuf Ali.
AbuIlyaas,"I'm not accusing Ibn El-Sheikh of having done this but I just wanted to post this  hadeeth  that I came across and thought - how often do we do this?   It's particularly difficult to avoid with young children in the house due to the inopportune moments that they often select to do it.     Quote:     al-Bukhaari Volume 8, Book 73, Number 68:   Narrated 'Abdullah bin Zam'a:    The Prophet forbade laughing at a person who passes wind , and said, &quot;How does anyone of you beat his wife as he beats the stallion camel and then he may embrace (sleep with) her?&quot; And Hisham said, &quot;As he beats his slave&quot;"
AbuIlyaas,wa iyakum ajma'in.
AbuIlyaas,"I like the way no-one listens to p.a. announcements on the trains/stations.   In the winter months I often start my p.a. announcements with &quot;Cold morning, ladies and gentlemen ...&quot; No-one says anything because they just assume I'm saying &quot;Good morning, ladies and gentlemen ...&quot;   I used to make Ivor the Engine &quot;SSSSsshh-t-cum, sssshhhh-t-cum&quot; noises over the p.a. system, increasing in speed, as the train pulled out of the platform - again not reaction.  On a number of occassions I've even made a p.a. saying, &quot;Attention Earthlings, we have your planet under our control, do not panic, no-one will be harmed ...&quot; No-one batted an eyelid (I was watching on the CCTV) they just kept walking."
AbuIlyaas,Can I just double check? He keeps the same prisoner number all that changes is the prison address?
AbuIlyaas,"Try and avoid answering, &quot;do you think I'm getting fat?&quot; questions, as nearly every answer you'll give will be the wrong one.     Don't drink fresh orange juice just after you've brushed your teeth.     Say sorry when you're wrong."
AbuIlyaas,43% Dixie. Barely in Yankeedom.   [But I had to guess some of the answers]
AbuIlyaas,The Evangelisation of the Muslim World      A lecture given to raise awareness amongst Muslims of the zeal with which Christian missionaries are targeting the Muslim world. The lecture gives an insight into one such Christian organisation &quot;The 10/40 Window Movement.&quot;  I've tried to improve on the sound quality slightly as it was a little hissy.    Part One:    http://www.sendspace.com/file/cvl4s7    Part Two:    http://www.sendspace.com/file/n93dfy    Part Three:    http://www.sendspace.com/file/r8dcgd
AbuIlyaas,"Quote:     Originally Posted by  talib-fil-Islam   fighting the brothers of the bride? hmmm sounds wierd....closest thing i know is the brides siblings will not let the groom into the wedding hall without paying up... and they also steal his shoes... or the girls steal his shoes.... i dont know... anyways a subcontinent thing.     Yeah, some of this was going on as well. Plus some weird thing involving gold rings in a bowl of milk. Hearing all this made me feel, well - normal.    Quote:     Originally Posted by  talib-fil-Islam    what is haggis?     It's the  thing on the plate , not the thing carrying the plate.  Traditionally it is prepared with sheep's stomach (before us Scots worked this plastic malarkey out) and there is pig in there somewhere.  It actually tastes as appetising as it looks in that picture, *gags*."
AbuIlyaas,I think this one should be made a sticky in the Help &amp; Support section of the board.   I'm usually the guy on the left in this scenario.
AbuIlyaas,Here's one of my all time favourites where he talks about 'flying tables'?
AbuIlyaas,"When he said:    Quote:     Originally Posted by  PaPa Smurf    They are kuffar     That was openly making takfeer of both Hamza Yusuf and Zaid Shakir. Whilst I disagree with much that they have said, this is the first time I've heard someone pronouncing takfeer on them."
AbuIlyaas,"Don't ask me any questions about this because I'm merely cut'n'pasting this from a mailing list:    Quote:    LADIES SELF DEFENCE COURSE   The 3rd self-defence course for ladies began on Friday 9th June 9.45am- 11.15am at The Tennant's Hall (next o Chalkhill Health Centre), Chalkhill Rd  (behind ASDA Wembley). Fees: ?0 (for the 6 sessions) or ? consessions (please bring papers with  you). Level:  Beginers-intermeidiate Don't miss this opportunity. Call Summer for futher  info: 07903 633 777"
AbuIlyaas,"That's weird, your  other one  works for me but not Kamali. :huh:"
AbuIlyaas,"I was at work one time and these two Japanese tourists walked up holding a map. One of them asks me &quot;Excuse me, is Lester or Le-sester Square?&quot;   So I explained, &quot;Although it's written as if it would be pronounced Le-sester, it is actually commonly pronounced Lester Square.&quot;   Then his companion flashes read and jumps in, &quot;No!&quot; he declares defiantly &quot;It Le-sester Square, I do college course, it Le-sester Square.&quot;   So I was like, &quot;Yeah whatever, mate&quot; and walked off."
AbuIlyaas,"Where is the quote from, as it doesn't look like it's from Islam q-a as they don't normally transliterate like that?   If a sister in this country were concerned about whether or not she should be studying in a mixed environment I'd suggest that she approached someone in this country who is qualified to derive rulings and is familiar with the needs of the community here.    The issue could be construed as a matter of  maslahah mursalah  and the ruling could vary according to what is being studied. Whether a greater harm is perceived in a sister training in medicine (for instance) in a mixed environment so that other sisters will be able to seek help from Muslims in the future, or whether the harm in free-mixing is greater.   Shaikh Haitham al-Haddad is available for telephone questions on 0207 471 8270. The time window tends to vary dury the year but it is normally week days some time after  zhuhr , his answer machine normally outlines the times he's available.   Other than that I've often seen a book (which I've never read) in the shops with an orange and yellow cover the title is something like &quot;Islam prohibits the free mixing of men and women&quot;"
AbuIlyaas,"wa 'alaykum salam,  I personally prefer to see what a board is like before I join rather than commit to join before I've had a look around. I'm just making this observation as I clicked your URL but got put off by having to join first.    Quote:     Originally Posted by  Moabubaker      Insha'allah in a few  eeks  time we will be a very active community.       Here's one  to start you off."
AbuIlyaas,.
AbuIlyaas,"Akhi, I'm all for spreading news of the ummah but do  not  do that again! Pick the forum you want to put it in and leave it there. I don't appreciate having to go around and delete around 16 copies (I lost count) of the same thread.  I left this one up because it got the first reply but if you'd prefer it in a different forum let me know and I'll move it.  May Allah grant the sister justice, amin!"
AbuIlyaas,"Quote:     Originally Posted by  tayfah-mansurah      Salam alaikum,  I have listened to the lecture: Advice to UK salafis Part 1 by ali tamimi, but in part 2 it is a completely different speaker, muhhammad s addley, is this a mistake?? shukran     Advice to the Salafis of the Uk was a two cassette lecture and should therefore  have been in at least two parts in its online version.   So if the site that you listened to part two on had Muhammad Syed Adly speaking on part two, then I'd say that it was a mistake becaue the original cassette had Shaykh 'Ali speaking for circa 2 hours.   It's a very famous lecture and widely circulated, I'm sure if you googled the title you'd find a site somewhere hosting the full Tamimi version, insha' Allah.  Try  this version  (I haven't lisened to it confirm but it's in four parts, which would correspond to the four sides of cassettes)."
AbuIlyaas,"Okay, just before I explain what's going on here, I'll post my own usage. Although it was a little more difficult for me to be impartial in assessing them as I'd read what she'd wrote before I compiled my list.  1. &quot;Pardon?&quot; 2. Toilet 3. Napkin, sometimes serviette and if I'm in chicken &amp; chips shop I might go as far as &quot;Have you got any tissue?&quot; 4. Lunch and Dinner 5. Sofa 6. Living Room 7. Pudding."
AbuIlyaas,"Ok it's gone again.  When I attempt to gather my various email account updates through Outlook, I get this (below) error message for the IN account.   Plus when I try to just open the IN email site through my browser I get told &quot;connection refused&quot;.  Is it me?"
AbuIlyaas,"Quote:     Originally Posted by  Kola   Are conveniences making our life easier ? In general i would have to say no .     However, all I can say is  alhamdu lillaah  that someone invented disposable nappies/diapers. That is one convenience that I personally could   not   do without. Whenever I meet someone of my Mother's generation who tells me how they had to hand wash linen nappies/diapers, sometimes in the middle of the night, I just have to admire them. I just couldn't do it, I'm bad enough as it is with just disposables!    Sometimes the changing operation takes a little longer than I can hold my breath for - then I'm in trouble!"
AbuIlyaas,"These are all uploaded from home, so please let me know if they aren't working."
AbuIlyaas,"As the sister wasn't able to outline the specific allegation she heard against this brand of soap (I also checked through their website and couldn't spot anything), I will rephrase the question in line with a general objection that I've heard against some soaps.   Shaykh, some of the ingredients in particular brands of soap can come from animal sources (which may include dead meat or pigs). Is a soap that has been made using some of these ingredients permissible for Muslims to buy and use?"
AbuIlyaas,"At work American tourists are notorious for asking an excessive amount of questions when seeking directions. &quot;Ok, so I take the blue line to Green Park and then I change onto the grey line; what's the name of the grey line, how long will it take, what's the name of the platform... ?&quot;  *sigh*    Such that I once heard a manager remark that &quot;They only made it to the moon because there was no changing involved.&quot;"
AbuIlyaas,"&quot;Not only does [it] not have a leg to stand on, it does not even have buttocks to sit on, nor a back or sides to lie on...&quot;     Feroz Abbasi, quoted in  this news report ."
AbuIlyaas,"al-hamdu lillah  that seems to have worked. It was set to dial up, I think it kicked in whenever I opened a new window.   I just repeated what I did before but this time it didn't start trying to dial up so I guess it's fixed this time, insha' Allah.   Jazakum Allahu khayran  that really helped."
AbuIlyaas,"It may be the case that your post or question was edited in accordance with our Question and Answer section rules.     ""Ask the Scholar"" Section Rules       Please make sure that you are familiar with our policy on this board so that we can avoid editing questions put to the Shaykh.   Jazākum Allāhu  kh ayran"
AbuIlyaas,"Yes, do that.  And the first female moderator that gets it right can be the one who thereafter takes the queries from the sisters."
AbuIlyaas,"Quote:    What is your definition of 'loll'          vb  . to lie, lean, or lounge in a lazy or relaxed manner.    [Note: I'm bored]"
AbuIlyaas,"al-Salamu 'alaikum  brother and welcome to the forums.  I have moved your post into the 'seeking advice' section as you have asked for general advice rather than a religious ruling.   You also addressed your question to the brothers and sisters of the forum and had I left it in the 'ask the scholar' section it would not reach the wider audience that you asked.  A similar question to yours was asked in this thread  http://talk.islamicnetwork.com/showthread.php?t=6036  .  In general, we know that seeking knowledge is incumbent upon both the males and females in Islam as the Messenger ( sallallahu 'alaihi wa sallam ) told us 揝eeking knowledge is an obligation upon every Muslim.?[  Sunan Ibn M鈐ah  ]  If your friend and his wife are arguing excessively and looking for someone to judge between them then they are better to approach a Qadhi (judge) who can listen to both sides of the argument and assist them in reconciling or judge between them if necessary. It would be a good idea to suggest to them that they approach their local Imam who could either serve this role himself or refer them to someone who could.  If you don't know of any such individuals in your area then perhaps you could mention which area you are in and the brothers and sisters of this forum could maybe suggest someone to you.  May Allah reward you for your concern for your friend and help you to find someone suitable to arbitrate between them if this is necessary.  Perhaps some of the brothers and sisters of this forum would like to add some beneficial words in answer to your query?   Jazakum Allahu khayran ."
AbuIlyaas,"Quote:     Originally Posted by  Shajaa3ah   Okay, I'll make it easier as some people didn't get it (the animal is a gremlin):     Ah, but isn't it just a Mogwai? It'll only becomes a Gremlin if you feed it after midnight."
AbuIlyaas,Actually it won't let me. &quot;You must spread some Reputation around before giving it to Shamz79 again.&quot;
AbuIlyaas,"I just learnt that there's a city in Turkey called Batman, it was previously known as Iluh and changed its name to Batman in 1957.   It's short for  Batı Raman Mountains.  Does anyone speak Turkish, is that equivalent to Bait Rahman?"
AbuIlyaas,Here's another one:    'Muslim? Change your name like me'
AbuIlyaas,"Quote:     Originally Posted by  talib-fil-Islam    Praying in haram clothing doesnt remove the obligation of the salah.     Ok, I like that, makes sense."
AbuIlyaas,"al-salamu 'alaykum,  Please excuse the banality of this question but it's to be used in a debate I seemed to have found myself in with some colleagues.   Question:   Does eating curry result in a person sweating a curry smell over the days that follow the consumption?  I'd just assumed it was something &quot;known&quot; and whilst I found some who agreed with me, I have also met with some hostile opposition to this &quot;fact&quot;.  At least two friends have rebutted this assertion with &quot;I eat curry all the time and I don't have curry scented sweat!&quot;  So I'm throwing this out to a wider audience (i.e. y'all) seeking some more input/opinions."
AbuIlyaas,It's weird but you kind of forget that these famous quotes have origins and aren't just written especially for poster shops like athena.
AbuIlyaas,"I liked some of her observational notes on queues.     Quote:    Two males ahead of me at information-desk, not entirely clear which of them is first (there were two people serving, now only one). They're doing the pantomime, sideways glances, edging forward, hints of territorial posture, etc. Clever cashier notices this and says &quot;Who's next?&quot; They both look embarrassed. Man on left makes open-palm, go ahead gesture to the other man. Man on right mumbles &quot;No, s'allright, you go.&quot; Man on left hesitates &quot;Well, um ...&quot; Person behind me gives oh-do-get-on-with-it cough. Man on left says hurriedly &quot;Oh, alright - 'anks, mate&quot; and proceeds with his enquiry, looking a bit uncomfortable. Man on right waits patiently, looking rather smug and pleased with himself."
AbuIlyaas,"wa `alaikum salaam wa rahmatullaahi wa barakaatuh ,   maa shaa' Allaah ! It's a beautiful name, even if my non-Muslim colleagues are pronouncing it Qu-aylah (Qu as in queen)."
AbuIlyaas,Quote:     Originally Posted by  Shamz79   I got a question is there anyone that thinks what the U.S. is doing is for the good of the Iraqi people?   and therefore should be commended for their actions.     Tony Blair.
AbuIlyaas,"Quote:     Originally Posted by  Abu MishMish   You wouldn't be  sinning  if you didn't know it was a sin in the first place.     I'd prefer to rephrase it as:   You'd still be sinning but you wouldn't be held accountable for it due to your ignorance, unless of course there was an accompanying accountability for a deliberate negligence in seeking knowledge.    Allaahu A'alim"
AbuIlyaas,"Jazaakum Allaahu khairan  sister.   I figured that it was in reference to the themes but thought to ask. I'll read through this properly later when I get home (and the article)  in shaa' Allaah . Because it's hard to concentrate at the moment as one of my work colleagues is talking the biggest lot of nonsense I've heard in a long time and he won't let me get a word in edge ways. So I'm just looking at him taking hope in the knowledge that he'll go home soon. Everytime I look at the screen he starts again. Oh no! Here he goes again   , (I hope he can't see this.)"
AbuIlyaas,"Quote:     Originally Posted by  abu_ibrahim   I been to 2 wing chun classes and it was crap, I am all for Muay Thai."
AbuIlyaas,"Ameen and jazaakum Allaahu khairan  to everyone.  Before I had kids I used to have this idea to have three boys who I would name: Abdullah, then Nafi' and then Malik.   I'd wait until the youngest, Malik, was about 16 and then gather them in a room and explain to them that I'd named them after:  Abdullah bin 'Umar ( radhiya Allaahu 'anhumaa ) Nafi' bin Abi Nu'aim ( rahimahullaah ) and Malik ibn Anas ( rahimahullaah )  And that this is known as &quot;the Golden Chain&quot; of narrators ( silsilat al-dhahab ) and the strongest of chains, then say to them &quot;Now go - and learn!&quot;  But you don't always find supporters for plans like this.  Anyway , al-hamdu lillaah , I'm very happy with what Allaah has blessed us with."
AbuIlyaas,"As copies of the Saheeh International translation of the meaning of the Qur'an are beginning to appear online (e.g.  see this post for a downloadable and pf version ) would it be possible at some stage to add these translations to the ones offered on the site?   I realise that would be a mountainous task, I'm just suggesting it as it a translation that many people prefer.  Baraka Allahu fikum ."
AbuIlyaas,"Quote:     Originally Posted by  daniel aljughaifi    re g ection     Akhi, I think Egypt is getting to you."
AbuIlyaas,"al-Salamu 'alaykum ,  I'm sorry but Shaykh Isam has expressed on this board on numerous occasions that he does not interpret dreams.  However, Islamic Network may be able to forward your request onto someone who does. If you'd be interested in this then please email  info@islamicnetwork.com  and we'll see what we can do, insha' Allah."
AbuIlyaas,"al-salamu 'alaykum  Shaykh,  I believe the hadith the questioner is referring to was related by Anas ( radiya Allahu 'anh ), that the Messenger of Allah ( salla Allahu 'alayhi wa sallam ) said:     &quot;It is not permissible for a human being to prostrate to another human being. Were it permissible for a human being to prostrate to another human being, I would have commanded the woman to prostrate to her husband because of his great right upon her.  By the One in Whose hand is my soul, if he (the husband) had, from his feet to the top of his head, an ulcer oozing blood and pus, and she came to lick it off for him, she would not have fulfilled his right .&quot;   (Recorded in Ahmad and al-Nasa'i, verified as authentic by al-Albani in  Sahih al-Jami'  no.7725)   There is another similar narration on Abu Sa'id al-Khudri ( radiya Allahu 'anh ), that the Messenger of Allah ( salla Allahu 'alayhi wa sallam ) said:     &quot;A husband's right upon his wife is such that if he had an ulcer and she licked it for him, she would not fulfil his right by that.&quot;   (Recorded in al-Hakim and Ibn Hibban, verified as authentic by al-Albani in  Sahih al-Jami'  no. 3148)"
AbuIlyaas,"Shaikh, please could you further clarify if a woman on her menses is to make this  sajdah?     Quote:     Originally Posted by  cherzo             What about those ladies who are in the menstrual cycle....are they required to do it also???"
AbuIlyaas,"Quote:    There was a very famous fight in UFC2 where a Kung Fu practioner Jason Delucia was pitched against Royce Gracie (Rickon's brother) a BJJ fighter. Royce popped Jason's arm, made the elbow bend the other way. Without downloading this myself first (as I need to sleep) I think it's either  this  or  this one ,    Actually, neither link was the fight I was thinking of. They are both clips of the same closed-door match. The Gracies had an open challenge to anyone who wanted to fight them, in order to prove their style is better. Which is how, through numerous victories, their style of Jujitsu rose to fame in Brazil, and later world wide.  This Kung Fu fighter turned up to Royce's gym and challenged him. Closed door matches are normally little/no rules and the winner gets to keep the video of the fight.  Anyway, in case anyone wanted to view this closed door fight but didn't want to join the site I linked, here it is:   http://s27.yousendit.com/d.aspx?id=3...J1R03YUZKNDHZD"
